URL,Title,Localisation,Price,Chambre,Salle de bain,Type,Secteur,Salons,Surface habitable,Age de bien,Etage,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine equipee,Duplex,Meuble,Parking,Securite,Terrasse
https://www.avito.ma/fr/quartier_de_l'oc%C3%A9an/appartements/RBA_HA_1054___Appartement_%C3%A0_vendre_%C3%A0_L_Ocean_54936810.htm,RBA-HA-1054 - Appartement à vendre à L'Ocean,rabat,1200000.0,1,1,Vendre,quartier de l'océan,0.0,84.0,0.0,5,True,True,False,False,False,False,False,False,True,False,True
https://www.avito.ma/fr/guich_oudaya/appartements/RBA_SKH_TE_1053___Appartement_%C3%A0_vendre_%C3%A0_Guich_O____54932352.htm,RBA-SKH-TE-1053 - Appartement à vendre à Guich O...,rabat,1750000.0,3,2,Vendre,guich oudaya,3.0,90.0,3.0,2,False,True,False,False,False,False,False,False,False,False,True
https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Agadir_55682805.htm,Appartement à vendre 63 m² à Agadir,agadir,600000.0,2,1,Vendre,hay mohammadi,1.0,60.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_%C3%A0_vendre_81_m%C2%B2_%C3%A0_Dar_Bouazza_55714260.htm,Appartement à vendre 81 m² à Dar Bouazza,dar bouazza,1350000.0,2,2,Vendre,toute la ville,1.0,81.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_81_m%C2%B2_avec_piscine_a_gueliz_33066805.htm,Appartement 81 m² avec piscine a gueliz,marrakech,769500.0,2,1,Vendre,guéliz,1.0,81.0,2.0,3,True,False,False,False,False,False,False,False,True,False,False
https://www.avito.ma/fr/a%C3%AFn_diab/appartements/Appartement_%C3%A0_vendre_142_m%C2%B2_%C3%A0_Casablanca_50507466.htm,Appartement à vendre 142 m² à Casablanca,casablanca,6000000.0,2,3,Vendre,aïn diab,2.0,142.0,2.0,8,True,True,True,True,True,False,False,False,True,False,True
https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Temara_55690519.htm,Appartement à vendre 82 m² à Temara,temara,660000.0,2,1,Vendre,centre ville,1.0,82.0,2.0,1,False,True,False,False,True,False,False,False,False,False,False
https://www.avito.ma/fr/hay_salam/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Agadir_54949904.htm,Appartement à vendre 78 m² à Agadir,agadir,570000.0,2,1,Vendre,hay salam,1.0,78.0,2.0,3,False,True,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/massira_1/appartements/Appartement_a_vendre__%C3%A0_Temara_54659150.htm,Appartement a vendre à Temara,temara,1480000.0,3,1,Vendre,massira 1,1.0,148.0,3.0,1,False,True,False,False,False,False,False,False,True,False,False
https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_111_m%C2%B2_%C3%A0_Casablanca_55218668.htm,Appartement à vendre 111 m² à Casablanca,casablanca,1450000.0,2,2,Vendre,2 mars,2.0,111.0,2.0,3,True,True,False,False,True,False,False,False,True,False,False
https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Dar_Bouazza_54833290.htm,Appartement à vendre 100 m² à Dar Bouazza,dar bouazza,855525.0946629756,2,2,Vendre,toute la ville,1.0,100.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/autre_secteur/appartements/Appart_a_vendre_avec_garage__%C3%A0_Bouznika_52394624.htm,Appart a vendre avec garage à Bouznika,bouznika,760000.0,4,1,Vendre,autre secteur,2.0,160.0,4.0,1,True,False,False,False,False,False,False,False,False,False,True
https://www.avito.ma/fr/assam/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_K%C3%A9nitra_48757649.htm,Appartement à vendre 67 m² à Kénitra,kénitra,390000.0,2,1,Vendre,assam,1.0,67.0,2.0,2,True,False,False,False,True,False,False,False,True,False,True
https://www.avito.ma/fr/sidi_allal_el_bahraoui/appartements/Appartement_a_vendre_a_Menzeh_Sidi_Allal_Bahraoui_55728744.htm,Appartement a vendre a Menzeh Sidi Allal Bahraoui,sidi allal el bahraoui,721767.6958793785,2,1,Vendre,toute la ville,2.0,70.0,8.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/nassim/appartements/appartement_a_vendre__55628254.htm,appartement a vendre,mohammedia,380000.0,2,1,Vendre,nassim,1.0,60.0,2.0,4,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_59_m%C2%B2_avec_piscine_%C3%A0_gueliz_33163327.htm,Appartement 59 m² avec piscine à gueliz,marrakech,590000.0,1,1,Vendre,guéliz,1.0,59.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/ahlane/appartements/Appartement_%C3%A0_vendre_69_m%C2%B2_%C3%A0_Tanger_55685518.htm,Appartement à vendre 69 m² à Tanger,tanger,11500.0,2,1,Vendre,ahlane,2.0,69.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/autre_secteur/appartements/Appartement__90_m%C2%B2_mhamid_7_1etage__55124168.htm,Appartement 90 m² mhamid 7 1etage,marrakech,630000.0,3,1,Vendre,autre secteur,2.0,90.0,3.0,1,False,False,False,True,False,False,False,False,False,False,True
https://www.avito.ma/fr/branes_kdima/appartements/Superbe_appartement_meubl%C3%A9_pour_vente_54267789.htm,Superbe appartement meublé pour vente,tanger,1400000.0,2,1,Vendre,branes kdima,2.0,78.0,2.0,5,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55175180.htm,Appartement à vendre 78 m² à Casablanca,casablanca,950000.0,2,2,Vendre,ain sebaa,2.0,78.0,2.0,4,True,True,False,True,True,False,False,False,True,False,True
https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_147_m%C2%B2_REMIS_A_NEUF_%C3%A0_RACINE_55444564.htm,Appartement à vendre 147 m² REMIS A NEUF à RACINE,casablanca,2900000.0,3,3,Vendre,racine,3.0,147.0,3.0,2,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_247_m%C2%B2_%C3%A0_Marrakech_55714071.htm,Appartement à vendre 247 m² à Marrakech,marrakech,2600000.0,3,2,Vendre,route de casablanca,2.0,247.0,3.0,0,False,False,True,True,True,False,True,False,True,False,True
https://www.avito.ma/fr/roches_noires/appartements/appartement_2_fa%C3%A7ade_boulevard__53912758.htm,appartement 2 façade boulevard,casablanca,940000.0,3,2,Vendre,roches noires,3.0,107.0,3.0,2,True,True,False,False,True,False,False,False,True,False,False
https://www.avito.ma/fr/palmier/appartements/Appt_2_Ch_Salon__Clim__Garage_%C3%A0_Palmier_55694000.htm,"Appt 2 Ch Salon, Clim, Garage à Palmier",casablanca,1550000.0,2,2,Vendre,palmier,2.0,93.0,2.0,4,True,True,False,True,True,False,False,False,True,False,False
https://www.avito.ma/fr/tanja_balia/appartements/_EXCLUSIVITE___Appartement_%C3%A0_vendre_73_m%C2%B2_NEUF_55632753.htm,-EXCLUSIVITE - Appartement à vendre 73 m² NEUF,tanger,820000.0,2,1,Vendre,tanja balia,2.0,72.0,2.0,4,True,True,False,True,True,False,False,False,False,False,False
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Sal%C3%A9__55630759.htm,Appartement meublé à vendre 130 m² à Salé,rabat,1270000.0,3,1,Vendre,autre secteur,3.0,130.0,3.0,3,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/route_d'el_jadida/appartements/_tr%C3%A8s_joli_appart_%C3%A0_vendre__%C3%A0_oasis___54036615.htm,très joli appart à vendre à oasis,casablanca,1950000.0,2,2,Vendre,route d'el jadida,2.0,91.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/quartier_du_parc/appartements/Appartement_2_chambres_sans_vis_a_vis_%C3%A0_vendre__55626373.htm,Appartement 2 chambres sans vis a vis à vendre,mohammedia,780000.0,2,1,Vendre,quartier du parc,2.0,75.0,2.0,1,False,False,False,False,True,False,False,False,True,False,False
https://www.avito.ma/fr/allal_el_fassi/appartements/Appartement_2_chambres_salon_r%C3%A9sidence_s%C3%A9curis%C3%A9e_55342080.htm,Appartement 2 chambres salon résidence sécurisée,marrakech,850000.0,2,1,Vendre,allal el fassi,1.0,92.0,2.0,5,True,True,False,True,True,False,False,False,True,False,True
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_de_150_m%C2%B2_%C3%A0_Ain_Sebaa__55602547.htm,Appartement de 150 m² à Ain Sebaa,casablanca,1290000.0,2,2,Vendre,ain sebaa,2.0,150.0,2.0,1,True,True,False,False,False,False,False,False,True,False,True
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_81_m%C2%B2_avec_piscine_%C3%A0_gueliz_49187447.htm,Appartement 81 m² avec piscine à gueliz,marrakech,769500.0,2,1,Vendre,guéliz,1.0,81.0,2.0,5,True,False,False,False,True,False,False,False,True,False,False
https://www.avito.ma/fr/val_fleuri/appartements/nouveau_projet_appartement_haut_standing_55661440.htm,nouveau projet appartement haut standing,tanger,673610.9010624194,2,1,Vendre,val fleuri,2.0,60.0,2.0,2,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/marjane_2/appartements/Magnifique_appartement_%C3%A0_vendre_%C3%A0_Meknes_49761924.htm,Magnifique appartement à vendre à Meknes,meknès,940323.9092308132,2,1,Vendre,marjane 2,2.0,76.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Superbe_Appartement_%C3%A0_145_m%C2%B2_Maarif_extension__55321806.htm,Superbe Appartement à 145 m² Maarif extension,casablanca,2600000.0,3,2,Vendre,maârif extension,3.0,145.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/vi/53634704.htm,Appartement à vendre 80 m² à Agadir,agadir,640000.0,3,2,Vendre,abattoirs,1.0,80.0,3.0,1,True,True,False,False,True,False,True,False,True,False,True
https://www.avito.ma/vi/54743695.htm,Appartement à vendre 157 m² à Casablanca,casablanca,1989670.0767302958,3,2,Vendre,2 mars,3.0,157.0,3.0,4,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_%C3%A0_vendre_307_m%C2%B2_%C3%A0_Casablanca_54938457.htm,Appartement à vendre 307 m² à Casablanca,casablanca,2600000.0,4,3,Vendre,maârif extension,4.0,307.0,4.0,1,True,False,True,True,True,False,False,False,True,False,True
https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_57_m%C2%B2_%C3%A0_Casablanca_55539057.htm,Appartement à vendre 57 m² à Casablanca,casablanca,680000.0,2,2,Vendre,sidi maarouf,2.0,57.0,2.0,2,True,True,True,True,True,False,False,False,True,False,False
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_106_m%C2%B2_%C3%A0_Mohammedia_55736179.htm,Appartement à vendre 106 m² à Mohammedia,mohammedia,1366225.919189455,2,2,Vendre,autre secteur,1.0,106.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/hay_massira/appartements/Appartement__a_vendre_jardin_d__agadir_55732322.htm,Appartement a vendre jardin d 'agadir,agadir,1200000.0,2,2,Vendre,hay massira,1.0,83.0,2.0,4,True,True,True,False,True,False,False,False,True,False,True
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_136_m%C2%B2_%C3%A0_El_Jadida_55266206.htm,Appartement à vendre 136 m² à El Jadida,el jadida,1280000.0,3,1,Vendre,autre secteur,2.0,136.0,3.0,5,True,True,False,False,True,False,True,False,True,False,True
https://www.avito.ma/fr/skikina/appartements/Appartement_%C3%A0_vendre_98_m%C2%B2_%C3%A0_Temara_36996024.htm,Appartement à vendre 98 m² à Temara,temara,750000.0,2,2,Vendre,skikina,2.0,98.0,2.0,4,False,True,False,False,True,False,False,False,False,False,False
https://www.avito.ma/fr/tanja_balia/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Tanja_Balia_Tanger_54631107.htm,Appartement à vendre 90 m² à Tanja Balia Tanger,tanger,1080000.0,2,2,Vendre,tanja balia,2.0,90.0,2.0,2,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/aouama_gharbia/appartements/Nouveaux_appartement_%C3%A0_vendre_de_50_m%C2%B2_%C3%A0_Tanger_53330018.htm,Nouveaux appartement à vendre de 50 m² à Tanger,tanger,350000.0,2,1,Vendre,aouama gharbia,2.0,49.0,2.0,2,True,True,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Marrakech_55713589.htm,Appartement à vendre 110 m² à Marrakech,marrakech,2500000.0,3,2,Vendre,guéliz,1.0,110.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/mghogha/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Tanger_53451108.htm,Appartement à vendre 50 m² à Tanger,tanger,350000.0,2,1,Vendre,mghogha,2.0,50.0,2.0,1,True,True,False,False,True,False,False,False,False,False,False
https://www.avito.ma/fr/franceville/appartements/apartment_a_vendre__55681691.htm,apartment a vendre,casablanca,2220000.0,2,2,Vendre,franceville,2.0,139.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/tanja_balia/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_%C3%A0_Tanger_54815300.htm,Appartement à vendre 140 m² à Tanger,tanger,1048152.2739308117,2,2,Vendre,tanja balia,2.0,140.0,2.0,5,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/aouama_gharbia/appartements/Appartement_de_50m%C2%B2_%C3%A0_Vendre_%C3%A0_Tanger_53397026.htm,Appartement de 50m² à Vendre à Tanger,tanger,350000.0,2,1,Vendre,aouama gharbia,2.0,49.0,2.0,1,True,True,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/haddad/appartements/Appartement_%C3%A0_vendre_123_m%C2%B2_%C3%A0_Tanger_55192856.htm,Appartement à vendre 123 m² à Tanger,tanger,1000000.0,3,2,Vendre,haddad,3.0,123.0,3.0,3,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/ittihad_arabi/appartements/Appartement_Bonne_affaire_%C3%A0_vendre_132_m%C2%B2__55519671.htm,Appartement Bonne affaire à vendre 132 m²,temara,940000.0,2,1,Vendre,ittihad arabi,2.0,132.0,2.0,3,False,True,False,False,False,False,False,False,True,False,True
https://www.avito.ma/fr/autre_secteur/appartements/appartement_%C3%A0_vendre__55735962.htm,appartement à vendre,meknès,280000.0,2,1,Vendre,autre secteur,2.0,58.0,2.0,1,False,True,False,False,True,False,False,False,False,False,False
https://www.avito.ma/fr/casablanca_finance_city/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Casablanca_CFC_55636460.htm,Appartement à vendre 82 m² à Casablanca CFC,casablanca,1600000.0,2,1,Vendre,casablanca finance city,2.0,82.0,2.0,4,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_94_m%C2%B2_%C3%A0_Marrakech_54614980.htm,Appartement à vendre 94 m² à Marrakech,marrakech,857175.8211326665,2,1,Vendre,route de casablanca,1.0,83.0,2.0,4,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_81_m%C2%B2_avec_piscine_%C3%A0_gueliz_50172588.htm,Appartement 81 m² avec piscine à gueliz,marrakech,769500.0,2,1,Vendre,guéliz,1.0,81.0,2.0,4,True,False,False,False,False,False,False,False,True,False,False
https://www.avito.ma/fr/hamria/appartements/Des_Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Mekn%C3%A8s_55735889.htm,Des Appartement à vendre 110 m² à Meknès,meknès,830000.0,3,2,Vendre,hamria,3.0,110.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/el_haddada/appartements/Appartement_splendide_%C3%A0_K%C3%A9nitra_Hadada__55680575.htm,Appartement splendide à Kénitra Hadada,kénitra,520000.0,2,1,Vendre,el haddada,1.0,72.0,2.0,4,True,True,False,False,True,False,False,False,True,False,False
https://www.avito.ma/fr/hay_charaf/appartements/Appartement_100_m%C2%B2_%C3%A0_vendre_%C3%A0_HAY_CHARAF_Marrakech_55652595.htm,Appartement 100 m² à vendre à HAY CHARAF Marrakech,marrakech,800000.0,2,1,Vendre,hay charaf,2.0,100.0,2.0,1,False,False,False,True,False,False,False,False,False,False,False
https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_%C3%A0_Saidia_41087228.htm,Appartement à vendre 87 m² à Saidia,saidia,795750.979782533,2,1,Vendre,toute la ville,1.0,87.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/autre_secteur/appartements/Appartement__65_m%C2%B2_socoma__55631428.htm,Appartement 65 m² socoma,marrakech,530000.0,3,1,Vendre,autre secteur,1.0,65.0,3.0,0,False,False,False,True,False,False,False,False,False,False,True
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_%C3%A0_sala_jadida_55735803.htm,Appartement à vendre à sala jadida,rabat,730000.0,2,1,Vendre,autre secteur,2.0,90.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/malabata/appartements/Cosy_appartement_meuble_a_vendre_53942663.htm,Cosy appartement meuble a vendre,tanger,1200000.0,2,1,Vendre,malabata,2.0,86.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/quartier_du_parc/appartements/joli_appartement_a_vendre_55518317.htm,joli appartement a vendre,mohammedia,780000.0,2,1,Vendre,quartier du parc,1.0,61.0,2.0,3,True,False,False,True,False,False,False,False,True,False,False
https://www.avito.ma/fr/hay_el_qods/appartements/Appartement_%C3%A0_vendre_59_m%C2%B2_%C3%A0_hay_el_quods_Oujda_53542799.htm,Appartement à vendre 59 m² à hay el quods Oujda,oujda,550000.0,3,1,Vendre,hay el qods,3.0,59.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/mimosas/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Mohammedia_55462984.htm,Appartement à vendre 95 m² à Mohammedia,mohammedia,1470000.0,2,1,Vendre,mimosas,1.0,95.0,2.0,2,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/skikina/appartements/Des_Appartement_neuf_%C3%A0_vendre_partir_71_m%C2%B2_skikina_55705964.htm,Des Appartement neuf à vendre partir 71 m² skikina,temara,680000.0,1,1,Vendre,skikina,2.0,71.0,0.0,1,True,True,False,False,True,False,False,False,True,False,True
https://www.avito.ma/fr/riad_1/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Mohammedia_55735689.htm,Appartement à vendre 95 m² à Mohammedia,mohammedia,296536.56205608504,1,1,Vendre,riad 1,2.0,95.0,0.0,2,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Hay_Izdihar_Marrakech_55561350.htm,Appartement à vendre 64 m² à Hay Izdihar Marrakech,marrakech,560000.0,2,2,Vendre,hay izdihar,1.0,64.0,2.0,3,True,True,False,False,True,False,False,False,False,False,False
https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_38_m%C2%B2_%C3%A0_Marrakech_55636187.htm,Appartement à vendre 38 m² à Marrakech,marrakech,608000.0,1,1,Vendre,route de casablanca,1.0,38.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/vi/54743695.htm,Appartement à vendre 157 m² à Casablanca,casablanca,1032398.1634737187,1,1,Vendre,2 mars,0.0,157.0,0.0,4,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/vi/55656417.htm,Appartement à vendre 86 m² à Agadir,agadir,419671.50293009356,1,1,Vendre,hay massira,1.0,86.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/gu%C3%A9liz/appartements/appartement_a_vendre_acote_macdo_route_de_casa__55708780.htm,appartement a vendre acote macdo route de casa,marrakech,960000.0,3,2,Vendre,guéliz,2.0,130.0,3.0,2,True,True,True,True,True,False,False,False,False,False,True
https://www.avito.ma/fr/fnideq/appartements/Appartement_%C3%A0_vendre_%C3%A0_Alcudia_Smir_55708734.htm,Appartement à vendre à Alcudia Smir,fnideq,1350000.0,3,2,Vendre,toute la ville,1.0,113.0,8.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/mimosas/appartements/Appartement_%C3%A0_vendre_207_m%C2%B2_%C3%A0_K%C3%A9nitra_46849441.htm,Appartement à vendre 207 m² à Kénitra,kénitra,1450000.0,3,2,Vendre,mimosas,2.0,207.0,3.0,1,True,True,False,False,True,False,False,False,True,False,True
https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_%C3%A0_Sa%C3%AFdia__44411887.htm,Appartement à vendre à Saïdia,saidia,1086510.3540540743,3,2,Vendre,toute la ville,1.0,80.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_%C3%A0_Hay_Riad_Rabat__55693194.htm,Appartement à vendre à Hay Riad Rabat,rabat,2780000.0,3,2,Vendre,hay riad,3.0,140.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/hassan/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Rabat_54678178.htm,Appartement à vendre 96 m² à Rabat,rabat,1400000.0,3,2,Vendre,hassan,3.0,96.0,3.0,1,False,False,True,False,True,False,False,False,False,False,False
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_57m%C2%B2_%C3%A0_Marrakech_53715307.htm,Appartement à vendre 57m² à Marrakech,marrakech,1322613.4865448042,3,2,Vendre,guéliz,1.0,57.0,3.0,3,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_103_m%C2%B2_%C3%A0_Marrakech_55035347.htm,Appartement à vendre 103 m² à Marrakech,marrakech,1265438.0580739235,3,2,Vendre,route de casablanca,1.0,103.0,3.0,3,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/agdal/appartements/Magnifique_Duplex_%C3%A0_Vendre_A_l_Agdal_55025778.htm,Magnifique Duplex à Vendre A l'Agdal,rabat,4500000.0,4,3,Vendre,agdal,4.0,315.0,4.0,1,True,True,True,True,True,False,True,False,True,False,True
https://www.avito.ma/fr/californie/appartements/Charmant_Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Californie__55630133.htm,Charmant Appartement à vendre 90 m² à Californie,casablanca,1000000.0,2,2,Vendre,californie,2.0,90.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/mabrouka/appartements/appartement_bien_situ%C3%A9__55664918.htm,appartement bien situé,marrakech,880847.0697638239,2,2,Vendre,mabrouka,1.0,60.0,2.0,2,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/route_de_sefrou/appartements/Appartement_%C3%A0_vendre_181_m%C2%B2_%C3%A0_F%C3%A8s_55447687.htm,Appartement à vendre 181 m² à Fès,fès,925000.0,3,2,Vendre,route de sefrou,3.0,145.0,3.0,1,False,True,False,True,False,False,False,False,False,False,True
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Casablanca__55331719.htm,Appartement à vendre à Casablanca,casablanca,402500.0,2,2,Vendre,ain sebaa,2.0,35.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/mimosas/appartements/Appartement_%C3%A0_vendre_86_m%C2%B2_%C3%A0_K%C3%A9nitra_46597011.htm,Appartement à vendre 86 m² à Kénitra,kénitra,500000.0,2,1,Vendre,mimosas,1.0,86.0,2.0,4,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/hay_targa/appartements/REZ_DE_JARDN__%C3%A0_vendre__55716540.htm,REZ DE JARDN à vendre,marrakech,1500000.0,3,2,Vendre,hay targa,1.0,114.0,3.0,0,True,False,True,True,False,False,False,False,True,False,True
https://www.avito.ma/fr/hay_targa/appartements/REZ_DE_JARDN__%C3%A0_vendre__55716540.htm,REZ DE JARDN à vendre,marrakech,1500000.0,3,2,Vendre,hay targa,1.0,114.0,3.0,0,True,False,True,True,False,False,False,False,True,False,True
https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Casablanca_50029580.htm,Appartement à vendre 72 m² à Casablanca,casablanca,750000.0,2,2,Vendre,aïn borja,2.0,72.0,2.0,4,True,False,False,False,True,False,False,False,True,False,True
https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Temara_55593569.htm,Appartement à vendre 97 m² à Temara,temara,1520000.0,3,2,Vendre,wifak,1.0,97.0,3.0,4,True,True,False,False,True,False,False,False,True,False,False
https://www.avito.ma/fr/malabata/appartements/Appartement_haut_standing_%C3%A0_vendre_malabata_Tanger_55720747.htm,Appartement haut standing à vendre malabata Tanger,tanger,1900000.0,2,2,Vendre,malabata,2.0,75.0,2.0,4,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/centre_ville/appartements/Des_Plateaux_Bureaux_59_m%C2%B2_et_62m_%C3%A0_Temara_55708203.htm,Des Plateaux Bureaux 59 m² et 62m à Temara,temara,973000.0,1,1,Vendre,centre ville,1.0,59.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/bouskoura_centre/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Bouskoura_53739290.htm,Appartement à vendre 82 m² à Bouskoura,bouskoura,759900.0,2,2,Vendre,bouskoura centre,2.0,82.0,2.0,2,True,True,False,False,True,False,False,False,True,False,True
https://www.avito.ma/fr/branes_2/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Tanger_53650921.htm,Appartement à vendre 100 m² à Tanger,tanger,1500000.0,2,2,Vendre,branes 2,2.0,100.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False
https://www.avito.ma/fr/roches_noires/appartements/appartement_deux_fa%C3%A7ade__55504267.htm,appartement deux façade,casablanca,940000.0,2,2,Vendre,roches noires,2.0,88.0,2.0,5,True,True,False,False,False,False,False,False,True,False,True
https://www.avito.ma/fr/hay_al_wahda/appartements/appartement_a_vendre__55592654.htm,appartement a vendre,mohammedia,750000.0,3,1,Vendre,hay al wahda,1.0,81.0,3.0,3,False,False,False,False,False,False,False,False,False,False,False
